Code    Description        Theta_r    Theta_s    Alpha      N          Ks         Ko         L          
                           cm3/cm3    cm3/cm3    1/cm       no units   cm/day     cm/day     no units   
4003526  4000472            0.02988    0.36891    0.04467    1.51354   95.51663   33.54568   -1.04680 
4003527  4000472            0.02741    0.35193    0.03276    1.42099   69.14561   19.91180   -1.04407 
4003528  4000472            0.03116    0.37405    0.04713    1.59174  114.50421   39.38005   -0.98568 
4003529  4000472            0.03465    0.38319    0.04718    1.79097  161.60886   45.70772   -0.88463 
4003530  4000472            0.03649    0.38666    0.04615    1.92605  196.75356   46.30653   -0.85211 
4003531  4000472            0.02916    0.36555    0.04300    1.48402   88.59248   30.73076   -1.07186 
4003533  4000473            0.02842    0.34459    0.02155    1.42945   52.67834   11.73869   -0.76779 
4003534  4000473            0.02957    0.33847    0.01244    1.49728   53.44437    6.03069   -0.32088 
4003535  4000473            0.02837    0.33699    0.01468    1.47144   52.70072    7.43812   -0.45552 
4003536  4000473            0.02705    0.34116    0.02272    1.42464   57.78680   12.61009   -0.80930 
4003537  4000473            0.02709    0.34970    0.03153    1.41816   68.15643   18.91632   -1.02753 
4003538  4000473            0.04548    0.39635    0.03823    2.93908  572.46001   32.58976   -0.85433 
4003540  4000474            0.03867    0.39121    0.04415    1.91928  190.65985   42.66157   -0.84668 
4003541  4000474            0.04309    0.39478    0.04044    2.58341  416.28375   36.32439   -0.83430 
4003542  4000474            0.04487    0.39606    0.03881    2.83042  522.10598   33.39127   -0.84827 
4003559  4000477            0.04650    0.37420    0.01285    1.48644   21.28284    5.21042   -0.41067 
4003560  4000477            0.04613    0.37315    0.01267    1.48854   21.32807    5.13548   -0.39803 
4003561  4000477            0.04251    0.37457    0.01725    1.45609   29.89751    7.98573   -0.61882 
4003562  4000477            0.04075    0.39027    0.03295    1.48084   61.66818   20.82332   -0.96340 
4003563  4000477            0.08235    0.42878    0.00872    1.49641    7.30016    2.14972   -0.30159 
4003564  4000477            0.09576    0.46577    0.01204    1.37528    5.47422    2.68275   -0.71660 
4003565  4000477            0.09441    0.46431    0.01087    1.40766    5.40861    2.45490   -0.56228 
4003607  4000483            0.03405    0.35051    0.01414    1.47403   35.42784    6.68046   -0.44279 
4003608  4000483            0.03059    0.34941    0.01990    1.43763   46.24904   10.50840   -0.70545 
4003609  4000483            0.02994    0.36151    0.03333    1.43275   65.70470   20.55561   -1.03041 
4003610  4000483            0.03422    0.35780    0.01863    1.44655   39.33348    9.43585   -0.65628 
4003611  4000483            0.03484    0.36188    0.02038    1.44118   40.97405   10.53924   -0.72324 
4003612  4000483            0.03362    0.35630    0.01868    1.44579   40.13433    9.50586   -0.65760 
4003620  4000485            0.04764    0.47292    0.00578    1.60622  236.86381    2.75986    0.71319 
4003621  4000485            0.04163    0.45005    0.00592    1.60325  247.85335    2.91012    0.67808 
4003622  4000485            0.03704    0.40931    0.00794    1.55695  134.70354    3.83004    0.29449 
4003623  4000485            0.02860    0.26834    0.03965    1.22273    4.53360   15.55528   -3.05379 
4003624  4000485            0.04527    0.31990    0.01400    1.36683    4.58143    4.87739   -0.86256 
4003625  4000485            0.03731    0.28557    0.02372    1.25130    2.85921    8.51143   -2.07231 
4003626  4000485            0.03559    0.29464    0.02261    1.28953    4.93529    8.86037   -1.59457 
4003627  4000486            0.04394    0.43269    0.00680    1.58602  132.34424    3.11691    0.44266 
4003628  4000486            0.03767    0.37517    0.01141    1.51091   48.20813    5.23483   -0.18794 
4003629  4000486            0.02909    0.30272    0.03138    1.31652   14.19052   14.66360   -1.57766 
4003630  4000486            0.02930    0.29765    0.03678    1.28681   11.83602   16.46912   -1.95940 
4003631  4000486            0.02997    0.27937    0.03305    1.25186    5.68962   13.54963   -2.32570 
4003632  4000486           -9.90000   -9.90000   -9.90000   -9.90000   -9.90000   -9.90000   -9.90000 
4003633  4000487            0.03283    0.38791    0.01783    1.45446   92.10028   10.13721   -0.47510 
4003634  4000487            0.03414    0.40479    0.01425    1.47111  121.89977    7.96841   -0.21085 
4003635  4000487            0.03372    0.41008    0.01405    1.46937  141.24927    8.01899   -0.17000 
4003636  4000487            0.03505    0.43920    0.04318    1.52903  226.31433   44.11460   -0.85224 
4003637  4000487            0.03635    0.50424    0.02201    1.39642  386.33024   19.13525   -0.35275 
4003638  4000487            0.03838    0.47900    0.04782    1.58044  340.55786   64.70998   -0.79251 
4003639  4000487            0.03628    0.47744    0.03793    1.43760  285.88362   40.52060   -0.79842 
4003640  4000487            0.04221    0.43449    0.04421    2.05710  384.93110   49.97845   -0.77963 
4003641  4000487            0.04229    0.44333    0.04490    1.99396  392.69885   53.23717   -0.76861 
4003642  4000488            0.03197    0.38690    0.01881    1.44927   97.06968   10.91968   -0.51888 
4003643  4000488            0.03163    0.37952    0.01763    1.45477   86.39663    9.87886   -0.48656 
4003645  4000488            0.03123    0.38899    0.03770    1.47030  111.36357   27.67033   -0.97130 
4003646  4000488            0.02767    0.36728    0.03276    1.43100   94.96576   21.17447   -0.98155 
4003647  4000488            0.02889    0.35001    0.03127    1.41781   55.32133   18.27133   -1.04202 
4003648  4000488            0.04161    0.41250    0.04311    2.35704  427.46804   44.01788   -0.81078 
4003649  4000488            0.04140    0.42930    0.04490    2.23723  468.20948   50.76978   -0.79134 
4003650  4000488            0.03604    0.40345    0.04701    1.86839  238.21039   50.18614   -0.83785 
4003666  4000491            0.03945    0.42771    0.01947    1.44802  118.67697   12.02016   -0.45907 
4003668  4000491            0.03011    0.26422    0.06718    1.24099    6.99889   28.05199   -3.22620 
4003671  4000491            0.03211    0.27078    0.06258    1.30805   10.20737   30.05654   -2.21958 
4003672  4000491            0.03228    0.26464    0.06251    1.25402    6.73141   26.15469   -2.92804 
4003673  4000491            0.03310    0.26504    0.06067    1.27093    7.17033   26.21085   -2.64279 
4003704  4000496            0.04132    0.37141    0.01682    1.45830   30.16502    7.80176   -0.59530 
4003705  4000496            0.04536    0.36935    0.01149    1.50256   20.73119    4.57471   -0.32105 
4003706  4000496            0.04822    0.36916    0.00893    1.54347   17.78207    3.25044   -0.14965 
4003707  4000496            0.04487    0.36564    0.01011    1.52290   20.26295    3.92253   -0.22413 
4003708  4000496            0.06962    0.40276    0.00761    1.55293    8.98422    2.13411   -0.14357 
4003709  4000496            0.09239    0.45347    0.01133    1.40181    6.42647    2.56364   -0.61889 
4003710  4000496            0.09591    0.46332    0.01317    1.34898    6.00236    2.92061   -0.87001 
4003711  4000496            0.09547    0.46279    0.01257    1.36363    5.90141    2.79617   -0.78678 
4003713  4000497            0.03858    0.48949    0.03267    1.41397  281.88765   32.60766   -0.72625 
4003714  4000497            0.03439    0.45551    0.03549    1.43655  245.27091   33.50112   -0.79448 
4003715  4000497            0.04053    0.55130    0.02870    1.37189  411.36734   32.45341   -0.67822 
4003716  4000497            0.03978    0.55815    0.03334    1.36987  419.36392   43.39314   -0.82756 
4003717  4000497            0.03488    0.47867    0.03576    1.41937  305.29338   37.17188   -0.77455 
4003718  4000497            0.03264    0.31003    0.05553    1.68932   54.66119   44.06146   -1.08359 
4003719  4000497            0.03142    0.28096    0.05995    1.63920   35.15639   46.73008   -1.14634 
4003728  4000499            0.07025    0.50590    0.00509    1.69898   71.99413    2.03386    0.55101 
4003729  4000499            0.07004    0.50261    0.00544    1.68302   56.17152    2.15337    0.50309 
4003730  4000499            0.06426    0.44935    0.00605    1.64603   25.71265    2.18824    0.30147 
4003731  4000499            0.04751    0.38830    0.00708    1.61675   30.50387    2.72896    0.12688 
4003732  4000499            0.03715    0.34548    0.00865    1.56081   32.79956    3.53110   -0.09269 
4003733  4000499            0.02788    0.31286    0.02138    1.39355   24.39316   10.74270   -0.92885 
4003735  4000500            0.06158    0.45723    0.00469    1.71612   69.46266    1.83862    0.53368 
4003737  4000500            0.06784    0.49497    0.00487    1.70966   78.82180    1.95316    0.57496 
4003738  4000500            0.06479    0.47797    0.00461    1.72188   82.37367    1.84140    0.58718 
4003739  4000500            0.06751    0.47329    0.00495    1.69591   54.50162    1.86231    0.48685 
4003740  4000500            0.06070    0.43101    0.00556    1.66566   32.33887    2.00295    0.31834 
4003741  4000500            0.04479    0.38077    0.00688    1.62551   37.69876    2.69592    0.14549 
